person,1,0,person 0.997,283,515,180,510
person,1,1,person 0.997,26,290,358,607
person,1,2,person 0.994,0,107,315,651
person,1,3,person 0.993,199,308,322,525
laptop,64,4,laptop 0.991,321,510,482,579
clock,75,5,clock 0.961,261,316,39,104
cell phone,68,6,cell phone 0.940,11,125,695,757
keyboard,67,7,keyboard 0.929,4,124,805,949
book,74,8,book 0.925,203,510,690,838
laptop,64,9,laptop 0.879,0,242,670,958
oven,70,10,oven 0.860,225,316,254,351
book,74,11,book 0.765,194,383,571,678
